0000(沈阳-北京) 120000421606
K7566(阿尔山-沈阳) 11000K75660F
T7566(青岛-平度) 49000T756600
G7566(合肥南-杭州东) 5i000G756602
7566(和田-喀什) 940000756601
T7567(平度-青岛北) 49000T756700
G7567(杭州东-温州南) 56000G756720
7567(乌鲁木齐南-乌西) 930000756711
T7568(青岛北-平度) 49000T756800
G7568(温州南-杭州东) 5j000G756830
7568(乌西-乌鲁木齐南) 930000756821
G7571(淮南东-温州南) 53000G757120
7571(乌鲁木齐南-乌西) 930000757111
G7572(温州南-淮南东) 5j000G757240
7572(乌西-乌鲁木齐南) 930000757201
G7573(温州南-淮南东) 5j000G757240
G7574(淮南东-温州南) 53000G757120
G7575(六安-温州南) 53000G757820
G7576(苍南-六安) 5j000G757630
G7577(苍南-六安) 5j000G757630
G7578(六安-温州南) 53000G757820
G7581(南京南-温州南) 5l000G758104
G7582(苍南-南京南) 5j000G758204
G7583(常州-宁波) 54000G758350
G7584(宁波-南京) 5e000G758410
G7585(常州-温州南) 54000G758561
G7586(温州南-常州) 5j000G758640
G7587(南京南-温州南) 5l000G758741
G7588(苍南-南京南) 5j000G758850
G7589(徐州东-宁波) 5l000G758944
G7590(宁波-徐州东) 5e000G759051
K7591(锦州-丹东) 15000K75910D
G7591(安庆-温州南) 59000G759420
K7592(丹东-锦州) 12000K75920J
G7592(温州南-安庆) 5j000G759210
G7593(温州南-安庆) 5j000G759210
G7594(安庆-温州南) 59000G759420
G7595(合肥南-宁波) 5i000G759807
G7596(温州南-合肥南) 5j000G759601
G7597(温州南-合肥南) 5j000G759601
K7598(乌兰浩特-白城) 11000K75980A
G7598(合肥南-宁波) 5i000G759807
G7599(徐州东-苍南) 5l000G759904
G7600(温州南-徐州东) 5j000G760003
D7601(沈阳-丹东) 12000D760101
G7601(南京南-杭州东) 5l000G760123
C7601(广州南-珠海) 6c000C760102
D7602(丹东-沈阳北) 12000D760202
G7602(杭州东-南京南) 56000G760211
C7602(珠海-广州南) 6e000C760203
D7603(沈阳-丹东) 12000D760300
G7603(南京南-杭州东) 5l000G760301
C7603(广州南-珠海) 6c000C760302
D7604(丹东-沈阳) 12000D760401
G7604(杭州东-南京南) 56000G760432
G7605(南京南-杭州东) 5l000G760512
C7605(广州南-珠海) 6c000C760503
D7606(丹东-沈阳) 12000D760600
C7606(珠海-广州南) 6e000C760603
D7607(沈阳-丹东) 12000D760703
G7607(南京南-杭州东) 5l000G760711
C7607(广州南-珠海) 6c000C760708
G7608(宁波-南京南) 5e000G760803
C7608(珠海-广州南) 6e000C760802
D7609(沈阳北-丹东) 12000D760902
G7609(南京南-宁波) 5l000G760902
C7609(广州南-珠海) 6c000C760902
D7610(丹东-沈阳北) 12000D761003
G7610(宁波-南京南) 5e000G761020
C7610(珠海-广州南) 6e000C761004
D7611(沈阳-丹东) 12000D761101
G7611(南京南-宁波) 5l000G761120
C7611(广州南-珠海) 6c000C761102
D7612(丹东-沈阳) 12000D761203
G7612(杭州东-南京南) 56000G761220
C7612(珠海-广州南) 6e000C761202
D7613(沈阳-丹东) 12000D761303
G7613(南京南-杭州东) 5l000G761303
D7614(丹东-沈阳) 12000D761402
C7614(珠海-广州南) 6e000C761409
D7615(沈阳-丹东) 12000D761504
G7615(合肥南-温州南) 5i000G761800
C7615(广州南-珠海) 6c000C761502
D7616(丹东-沈阳) 12000D761604
G7616(温州南-合肥南) 5j000G761610
C7616(珠海-广州南) 6e000C761603
G7617(温州南-合肥南) 5j000G761610
C7617(广州南-珠海) 6c000C761702
G7618(合肥南-温州南) 5i000G761800
C7618(珠海-广州南) 6e000C761802
D7619(沈阳北-丹东) 12000D761901
G7619(南京南-温州南) 5l000G7619E1
C7619(广州南-珠海) 6c000C761902
D7620(丹东-沈阳) 12000D762002
G7620(温州南-南京南) 5j000G762010
D7621(沈阳-丹东) 12000D762100
G7621(杭州东-温州南) 56000G762110
C7621(广州南-珠海) 6c000C762102
D7622(丹东-沈阳) 12000D762201
G7622(温州南-杭州东) 5j000G762220
C7622(珠海-广州南) 6e000C762202
D7623(沈阳-丹东) 12000D762302
G7623(杭州东-苍南) 56000G762301
C7623(广州南-珠海) 6c000C762309
D7624(丹东-沈阳北) 12000D762402
G7624(苍南-杭州东) 5j000G762410
C7624(珠海-广州南) 6e000C762402
D7625(沈阳-丹东) 12000D762500
G7625(南京南-温州南) 5l000G762520
C7625(广州南-珠海) 6c000C762502
D7626(丹东-沈阳) 12000D762601
G7626(温州南-南京南) 5j000G762630
C7626(珠海-广州南) 6e000C762602
G7627(南京南-苍南) 5l000G762710
C7627(广州南-珠海) 6c000C762702
G7628(温州南-南京南) 5j000G762810
C7628(珠海-广州南) 6e000C762802
D7629(沈阳-丹东) 12000D762902
G7629(南京南-苍南) 5l000G762920
D7630(丹东-沈阳) 12000D763003
G7630(温州南-南京南) 5j000G763020
C7630(珠海-广州南) 6e000C763002
D7631(沈阳-丹东) 12000D763102
G7631(合肥南-杭州东) 5i000G763430
C7631(广州南-珠海) 6c000C763102
D7632(丹东-沈阳) 12000D763203
G7632(衢州-合肥南) 56000G763220
C7632(珠海-广州南) 6e000C76320A
D7633(沈阳北-丹东) 12000D763302
G7633(衢州-合肥南) 56000G763220
C7633(广州南-珠海) 6c000C763302
D7634(丹东-沈阳) 12000D763402
G7634(合肥南-杭州东) 5i000G763430
C7634(珠海-广州南) 6e000C763402
D7635(沈阳-丹东) 12000D763501
C7635(广州南-珠海) 6c000C763502
D7636(丹东-沈阳) 12000D763601
C7637(广州南-珠海) 6c000C763702
D7638(丹东-沈阳) 12000D763801
C7638(珠海-广州南) 6e000C763802
D7639(沈阳-丹东) 12000D763901
G7639(湖州-杭州东) 56000G763900
C7639(广州南-珠海) 6c000C763902
D7640(丹东-沈阳) 12000D764001
C7640(珠海-广州南) 6e000C764002
D7641(沈阳-丹东) 12000D764101
G7641(南京南-苍南) 5l000G764130
C7641(广州南-珠海) 6c000C76410A
G7642(苍南-南京南) 5j000G764200
C7642(珠海-广州南) 6e000C764202
C7643(广州南-珠海) 6c000C764302
C7644(珠海-广州南) 6e000C764402
G7645(合肥-苍南) 53000G764810
G7646(温州南-合肥) 5j000G764620
C7646(珠海-广州南) 6e000C764602
G7647(温州南-合肥) 5j000G764620
C7647(广州南-珠海) 6c000C764702
G7648(合肥-苍南) 53000G764810
C7648(珠海-广州南) 6e000C76480A
G7649(南京南-衢州) 5l000G764920
C7649(广州南-珠海) 6c000C764902
G7650(衢州-南京南) 56000G765000
C7650(珠海-广州南) 6e000C765002
D7651(沈阳-丹东) 12000D765102
C7651(广州南-珠海) 6c000C765102
D7652(丹东-沈阳) 12000D765204
G7652(杭州东-合肥南) 56000G765213
D7653(沈阳-丹东) 12000D765310
G7653(杭州东-合肥南) 56000G765213
C7653(广州南-珠海) 6c000C765303
D7654(丹东-沈阳) 12000D765406
C7654(珠海-广州南) 6e000C765402
G7655(合肥南-杭州东) 5i000G765820
C7655(广州南-珠海) 6c000C765503
G7656(杭州东-合肥南) 56000G765650
C7656(珠海-广州南) 6e000C765602
G7657(杭州东-合肥南) 56000G765650
C7657(广州南-珠海) 6c000C76570B
G7658(合肥南-杭州东) 5i000G765820
C7658(珠海-广州南) 6e000C765803
G7659(杭州东-温州南) 56000G765960
C7659(广州南-珠海) 6c000C765902
G7660(温州南-南京南) 5j000G766050
C7660(珠海-广州南) 6e000C766002
G7661(合肥南-苍南) 5i000G766440
G7662(温州南-合肥南) 5j000G766260
C7662(珠海-广州南) 6e000C766203
G7663(温州南-合肥南) 5j000G766260
C7663(广州南-珠海) 6c000C766302
G7664(合肥南-苍南) 5i000G766440
C7664(珠海-广州南) 6e000C76640B
G7665(南京南-温州南) 5l000G766530
C7665(广州南-珠海) 6c000C766502
D7666(丹东-沈阳) 12000D766607
G7666(温州南-南京南) 5j000G766601
C7666(珠海-广州南) 6e000C766603
C7667(广州南-珠海) 6c000C766702
G7669(淮南东-温州南) 53000G766950
C7669(广州南-珠海) 6c000C766902
G7670(苍南-淮南东) 5j000G767060
C7670(珠海-广州南) 6e000C767002
D7671(沈阳-本溪) 12000D767101
G7671(苍南-淮南东) 5j000G767060
C7671(广州南-珠海) 6c000C767102
D7672(本溪-沈阳) 12000D767201
G7672(淮南东-温州南) 53000G766950
C7672(珠海-广州南) 6e000C767202
G7673(合肥南-宁波) 5i000G767630
C7673(广州南-珠海) 6c000C76730B
G7674(温州南-合肥南) 5j000G767480
C7674(珠海-广州南) 6e000C767402
D7675(延吉西-丹东) 1c000D767802
G7675(温州南-合肥南) 5j000G767480
C7675(广州南-珠海) 6c000C767502
D7676(丹东-延吉西) 12000D767603
G7676(合肥南-宁波) 5i000G767630
C7676(珠海-广州南) 6e000C767602
D7677(丹东-延吉西) 12000D767603
G7677(合肥南-温州南) 5i000G768020
D7678(延吉西-丹东) 1c000D767802
G7678(宁波-合肥南) 5e000G767850
C7678(珠海-广州南) 6e000C767803
G7679(宁波-合肥南) 5e000G767850
C7679(广州南-珠海) 6c000C767902
G7680(合肥南-温州南) 5i000G768020
C7680(珠海-广州南) 6e000C76800B
G7681(合肥南-温州南) 5i000G768420
C7681(广州南-珠海) 6c000C768102
G7682(温州南-合肥南) 5j000G768201
C7682(珠海-广州南) 6e000C768202
G7683(温州南-合肥南) 5j000G768201
C7683(广州南-珠海) 6c000C768302
G7684(合肥南-温州南) 5i000G768420
G7685(淮南东-诸暨) 53000G768540
G7686(杭州东-淮南东) 56000G768620
C7686(珠海-广州南) 6e000C768602
G7687(杭州东-淮南东) 56000G768620
C7687(广州南-珠海) 6c000C768702
G7688(淮南东-诸暨) 53000G768540
C7688(珠海-广州南) 6e000C768802
G7689(南京南-温州南) 5l000G768910
G7690(温州南-南京南) 5j000G769010
G7691(合肥南-江山) 5i000G769430
C7691(广州南-珠海) 6c000C769100
G7692(江山-合肥南) 56000G769220
C7692(珠海-广州南) 6e000C769200
G7693(江山-合肥南) 56000G769220
C7693(广州南-珠海) 6c000C769300
G7694(合肥南-江山) 5i000G769430
C7694(珠海-广州南) 6e000C769400
G7697(徐州东-江山) 5l000G769713
G7698(江山-徐州东) 56000G769810
D7701(大连北-丹东) 1g000D770103
K7701(北京-怀柔北) 24000K770108
C7701(广州南-新会) 6c000C770102
D7702(丹东-大连) 12000D770204
K7702(怀柔北-北京) 24000K770200
C7702(新会-广州南) 6e000C770202
D7703(大连北-丹东) 1g000D770303
D7704(丹东-大连北) 12000D770420
C7704(新会-广州南) 6e000C770403
D7705(大连-丹东) 13000D770500
K7705(北京-沙河市) 24000K770510
C7705(广州南-新会) 6c000C770503
D7706(丹东-大连北) 12000D770603
K7706(沙河市-北京) 26000K770610
D7707(大连北-丹东) 1g000D770705
K7707(北京-石家庄) 24000K770703
C7707(广州南-新会) 6c000C770702
D7708(丹东-大连北) 12000D770803
K7708(石家庄-北京) 26000K770802
C7708(新会-广州南) 6e000C770803
D7709(大连北-丹东) 1g000D770903
K7709(天津-石家庄北) 25000K770903
C7709(广州南-新会) 6c000C770903
D7710(丹东-大连北) 12000D771003
K7710(石家庄北-天津) 26000K771004
C7710(新会-广州南) 6e000C771003
K7711(北京-承德) 24000K771109
K7712(承德-北京) 24000K771207
C7712(新会-广州南) 6e000C771202
K7713(秦皇岛-石家庄) 25000K77160G
C7713(广州南-新会) 6c000C771302
K7714(石家庄-秦皇岛) 26000K77140H
K7715(石家庄-秦皇岛) 26000K77140H
C7715(广州南-新会) 6c000C771502
K7716(秦皇岛-石家庄) 25000K77160G
C7716(新会-广州南) 6e000C771602
K7717(秦皇岛-衡水) 25000K772007
C7717(广州南-新会) 6c000C771702
K7718(衡水-秦皇岛) 26000K771805
C7718(新会-广州南) 6e000C771802
K7719(衡水-秦皇岛) 26000K771805
K7720(秦皇岛-衡水) 25000K772007
C7720(新会-广州南) 6e000C772002
D7721(大连北-丹东) 1g000D772110
K7721(保定-磁县) 26000K772100
C7721(广州南-新会) 6c000C772102
D7722(丹东-大连北) 12000D772210
K7722(邯郸-保定) 26000K772204
D7723(大连北-庄河北) 1g000D772301
K7723(定州-邯郸) 26000K772300
C7723(广州南-新会) 6c000C772302
D7724(庄河北-大连北) 1n000D772401
K7724(磁县-定州) 26000K772401
C7724(新会-广州南) 6e000C772403
K7725(秦皇岛-邯郸) 25000K772815
C7725(广州南-新会) 6c000C772502
K7726(邯郸-秦皇岛) 26000K772621
C7726(新会-广州南) 6e000C772602
K7727(邯郸-秦皇岛) 26000K772621
K7728(秦皇岛-邯郸) 25000K772815
C7728(新会-广州南) 6e000C772802
C7729(广州南-新会) 6c000C772902
D7731(沈阳-大连北) 12000D773103
K7731(张家口南-邯郸) 24000K77340B
C7731(广州南-新会) 6c000C773102
D7732(大连北-沈阳) 1g000D773303
K7732(邯郸-张家口南) 26000K77320A
C7732(新会-广州南) 6e000C773202
D7733(大连北-沈阳) 1g000D773303
K7733(邯郸-张家口南) 26000K77320A
C7733(广州南-新会) 6c000C773302
D7734(沈阳-大连北) 12000D773103
K7734(张家口南-邯郸) 24000K77340B
C7734(新会-广州南) 6e000C773402
D7735(沈阳-大连北) 12000D773506
D7736(大连北-沈阳) 1g000D773703
C7736(新会-广州南) 6e000C773602
D7737(大连北-沈阳) 1g000D773703
K7737(张家口南-邯郸) 24000K774009
C7737(广州南-新会) 6c000C773702
D7738(沈阳-大连北) 12000D773506
K7738(邯郸-张家口南) 26000K77380A
D7739(沈阳-大连北) 12000D773900
K7739(邯郸-张家口南) 26000K77380A
C7739(广州南-新会) 6c000C773903
D7740(大连北-沈阳) 1g000D774105
K7740(张家口南-邯郸) 24000K774009
C7740(新会-广州南) 6e000C774003
D7741(大连北-沈阳) 1g000D774105
C7741(广州南-新会) 6c000C774102
D7742(沈阳-大连北) 12000D773900
C7742(新会-广州南) 6e000C774202
D7743(沈阳-大连北) 12000D774300
D7744(大连北-沈阳) 1g000D774500
C7744(新会-广州南) 6e000C774402
D7745(大连北-沈阳) 1g000D774500
K7745(天津-邯郸) 25000K774807
C7745(广州南-新会) 6c000C774502
D7746(沈阳-大连北) 12000D774300
K7746(邯郸-天津) 26000K774606
D7747(沈阳-大连北) 12000D774701
K7747(邯郸-天津) 26000K774606
C7747(广州南-新会) 6c000C774702
D7748(大连北-沈阳) 1g000D774901
K7748(天津-邯郸) 25000K774807
C7748(新会-广州南) 6e000C774802
D7749(大连北-沈阳) 1g000D774901
C7749(广州南-新会) 6c000C774902
D7750(沈阳-大连北) 12000D774701
C7750(新会-广州南) 6e000C775002
D7751(沈阳-大连北) 12000D775100
K7751(承德-石家庄) 24000K775404
D7752(大连北-沈阳) 1g000D775301
K7752(石家庄-承德) 26000K775202
C7752(新会-广州南) 6e000C775202
D7753(大连北-沈阳) 1g000D775301
K7753(石家庄-承德) 26000K775202
D7754(沈阳-大连北) 12000D775100
K7754(承德-石家庄) 24000K775404
D7755(沈阳-大连北) 12000D775501
K7755(承德-石家庄) 24000K775803
D7756(大连北-沈阳) 1g000D775700
K7756(石家庄-承德) 26000K775605
D7757(大连北-沈阳) 1g000D775700
K7757(石家庄-承德) 26000K775605
D7758(沈阳-大连北) 12000D775501
K7758(承德-石家庄) 24000K775803
K7759(石家庄-邯郸) 26000K775900
K7760(邯郸-石家庄) 26000K776003
K7761(承德-邯郸) 24000K776402
K7762(邯郸-承德) 26000K77620J
K7763(邯郸-承德) 26000K77620J
K7764(承德-邯郸) 24000K776402
K7765(承德-石家庄北) 24000K776800
K7766(石家庄北-承德) 26000K776608
K7767(石家庄北-承德) 26000K776608
K7768(承德-石家庄北) 24000K776800
K7771(北京-清河城) 24000K777106
T7771(盐城-南京) 5f000T777100
K7772(清河城-北京) 26000K777206
T7772(南京-盐城) 54000T777210
K7773(北京-衡水) 24000K777301
T7773(南京-盐城) 54000T777210
K7774(衡水-北京) 26000K777401
T7774(盐城-南京) 5f000T777100
T7775(盐城-南京) 5f000T777500
T7776(南京-盐城) 54000T777600
T7777(南京-盐城) 54000T777600
T7781(盐城-南京) 5f000T778100
K7782(燕郊-北京东) 25000K778207
T7782(南京-盐城) 54000T778210
K7783(北京东-蓟州) 24000K77830C
K7784(蓟州-北京东) 25000K778410
T7784(盐城-南京) 5f000T778100
T7785(杭州-兰溪) 56000T778500
T7786(兰溪-杭州) 56000T7786H0
K7787(北京东-蓟州) 24000K778701
K7788(蓟州-北京东) 25000K778803
K7801(大同-太原) 28000K78010F
K7802(太原-大同) 27000K78020F
K7803(大同-太原) 28000K780305
K7804(太原-大同) 27000K780404
K7807(大同-运城) 28000K78070G
K7808(运城-大同) 27000K78080H
K7811(轩岗-原平) 27000K781101
K7812(原平-轩岗) 27000K781200
K7813(轩岗-原平) 27000K781302
K7814(原平-轩岗) 27000K781401
K7831(太原-柳林南) 27000K783113
K7832(柳林南-太原) 27000K783215
K7833(太原-吕梁) 27000K783304
K7834(吕梁-太原) 27000K783402
K7835(太原南-吕梁) 27000K783501
K7836(吕梁-太原) 27000K783610
K7837(太原-柳林南) 27000K783700
K7838(柳林南-太原南) 27000K783800
D7880(齐齐哈尔-齐齐哈尔南) 04000D788001
D7881(齐齐哈尔南-齐齐哈尔) 04000D788100
D7882(齐齐哈尔-齐齐哈尔南) 04000D788200
D7884(齐齐哈尔-齐齐哈尔南) 04000D788400
D7901(哈尔滨西-齐齐哈尔南) 0h000D790102
C7901(常平东-小金口) 22000C790101
K7901(包头-乌海西) 33000K790105
D7902(齐齐哈尔南-哈尔滨) 04000D790206
C7902(小金口-常平东) 22000C790201
K7902(乌海西-包头) 33000K790205
D7903(哈尔滨西-齐齐哈尔南) 0h000D790301
C7903(常平东-小金口) 22000C790301
K7903(包头东-白云鄂博) 33000K790308
D7904(齐齐哈尔南-哈尔滨) 04000D790408
K7904(白云鄂博-包头东) 33000K790406
D7905(哈尔滨西-齐齐哈尔南) 0h000D790504
K7905(呼和浩特-乌海西) 33000K79050B
D7906(齐齐哈尔南-哈尔滨西) 04000D790610
C7906(小金口-常平东) 22000C790601
K7906(乌海西-呼和浩特) 33000K79060A
D7907(哈尔滨-齐齐哈尔南) 01000D790702
C7907(常平东-小金口) 22000C790701
K7907(包头东-白云鄂博) 33000K790701
D7908(齐齐哈尔南-哈尔滨西) 04000D790803
C7908(小金口-常平东) 22000C790801
K7908(白云鄂博-包头东) 33000K790800
D7909(哈尔滨西-齐齐哈尔南) 0h000D790901
C7909(常平东-小金口) 22000C790901
K7909(呼和浩特-临河) 33000K790905
D7910(齐齐哈尔南-哈尔滨) 04000D791005
C7910(小金口-常平东) 22000C791001
K7910(临河-呼和浩特) 33000K791003
D7911(哈尔滨-齐齐哈尔南) 01000D791102
C7911(常平东-小金口) 22000C791101
K7911(呼和浩特-额济纳) 33000K791102
D7912(齐齐哈尔南-哈尔滨) 04000D791220
K7912(额济纳-呼和浩特) 35000K791202
D7913(哈尔滨-齐齐哈尔南) 01000D791304
K7913(兴和西-包头) 36000K79130B
D7914(齐齐哈尔南-哈尔滨西) 04000D791410
C7914(小金口-常平东) 22000C791401
K7914(包头-兴和西) 33000K791409
D7915(哈尔滨西-齐齐哈尔南) 0h000D791503
C7915(常平东-小金口) 22000C791501
K7915(锡林浩特-包头) 34000K79180C
D7916(齐齐哈尔南-哈尔滨) 04000D791603
C7916(小金口-常平东) 22000C791601
K7916(包头-锡林浩特) 33000K79160E
D7917(哈尔滨-齐齐哈尔南) 01000D791704
C7917(常平东-小金口) 22000C791701
K7917(包头-锡林浩特) 33000K79160E
D7918(齐齐哈尔南-哈尔滨西) 04000D791803
C7918(小金口-常平东) 22000C791801
K7918(锡林浩特-包头) 34000K79180C
D7919(哈尔滨西-齐齐哈尔南) 0h000D791900
C7919(常平东-小金口) 22000C791901
K7919(锡林浩特-呼和浩特) 34000K792201
D7920(齐齐哈尔南-哈尔滨) 04000D792004
K7920(呼和浩特-锡林浩特) 33000K792001
D7921(哈尔滨西-齐齐哈尔南) 0h000D792102
K7921(呼和浩特-锡林浩特) 33000K792001
D7922(齐齐哈尔南-哈尔滨西) 04000D792203
C7922(小金口-常平东) 22000C792201
K7922(锡林浩特-呼和浩特) 34000K792201
D7923(哈尔滨-齐齐哈尔南) 01000D792304
C7923(常平东-小金口) 22000C792301
D7924(齐齐哈尔南-哈尔滨) 04000D792410
C7924(小金口-常平东) 22000C792401
D7925(哈尔滨-齐齐哈尔南) 01000D792500
C7925(常平东-小金口) 22000C792501
D7926(齐齐哈尔南-哈尔滨西) 04000D792610
C7926(小金口-常平东) 22000C792601
C7927(常平东-小金口) 22000C792701
K7927(锡林浩特-二连) 34000K792701
D7928(齐齐哈尔南-哈尔滨西) 04000D792802
K7928(二连-锡林浩特) 33000K792801
D7930(齐齐哈尔南-哈尔滨西) 04000D793010
C7930(小金口-常平东) 22000C793001
C7931(常平东-小金口) 22000C793101
K7931(包头东-包头 东) 33000K793100
C7932(小金口-常平东) 22000C793201
C7933(常平东-小金口) 22000C793301
K7933(包头东-包头 东) 33000K793300
C7934(小金口-常平东) 22000C793401
C7935(常平东-小金口) 22000C793501
K7935(包头东-包头 东) 33000K793500
K7937(包头东-包头 东) 33000K793710
C7938(小金口-常平东) 22000C793801
C7939(常平东-小金口) 22000C793901
C7940(小金口-常平东) 22000C794001
C7941(常平东-小金口) 22000C794101
C7942(小金口-常平东) 22000C794201
C7943(常平东-小金口) 22000C794301
C7946(小金口-常平东) 22000C794600
C7947(常平东-小金口) 22000C794700
C7948(小金口-常平东) 22000C794801
C7949(常平东-小金口) 22000C794901
C7950(小金口-常平东) 22000C795001
C7951(常平东-小金口) 22000C795101
C7954(小金口-常平东) 22000C795401
C7955(常平东-小金口) 22000C795501
K7955(新乡-商丘) 38000K795503
C7956(小金口-常平东) 22000C795601
K7956(郑州-新乡) 38000K795601
K7958(新乡-商丘) 38000K795503
K7959(安阳-郑州) 38000K795902
K7960(郑州-安阳) 38000K796004
K7965(郑州-濮阳) 38000K796800
K7966(濮阳-郑州) 38000K796600
K7967(濮阳-郑州) 38000K796600
K7968(郑州-濮阳) 38000K796800
K7971(新乡-郑州) 38000K797102
K7975(新乡-长治北) 38000K797501
K7976(长治北-新乡) 38000K797700
K7977(长治北-新乡) 38000K797700
K7978(新乡-长治北) 38000K797501
D7981(哈尔滨-大庆西) 01000D798102
D7982(大庆西-哈尔滨) 04000D798203
D7983(哈尔滨-大庆西) 01000D798302
D7984(大庆西-哈尔滨) 04000D798403
K7993(新乡-郑州) 38000K799301
G8001(大连-长春) 13000G800102
T8001(南昌-赣州) 57000T800107
G8002(长春-大连北) 11000G800206
K8002(郑州-商丘) 38000K800203
T8002(赣州-南昌) 57000T800205
G8003(大连北-吉林) 1g000G800305
G8004(吉林-大连北) 18000G80040B
G8005(大连北-长春) 1g000G800506
G8006(长春-大连) 11000G800608
G8007(大连-吉林) 13000G800706
G8008(吉林-大连北) 18000G800805
G8009(大连北-吉林) 1g000G800904
G8010(长春-大连) 11000G801004
G8011(大连北-吉林) 1g000G801106
G8012(长春-大连) 11000G801208
G8013(大连-吉林) 13000G801304
G8014(吉林-大连) 18000G801405
G8015(大连北-长春) 1g000G801506
G8016(吉林-大连北) 18000G801604
G8017(大连-吉林) 13000G801705
G8018(吉林-大连北) 18000G801804
G8019(大连-吉林) 13000G801909
G8020(吉林-大连北) 18000G802008
G8021(大连-长春) 13000G802104
G8022(长春-大连北) 11000G802204
G8023(大连北-长春) 1g000G802304
G8024(吉林-大连) 18000G802405
G8031(沈阳-长春) 12000G803110
G8032(吉林-沈阳北) 18000G803205
G8033(沈阳北-长春) 12000G803303
G8034(长春-沈阳北) 11000G803404
K8035(新乡-郑州) 38000K803500
G8041(大连北-沈阳) 1g000G804107
G8042(沈阳北-大连) 12000G804203
G8043(大连北-沈阳北) 1g000G804306
G8044(沈阳北-大连) 12000G804406
G8045(大连-沈阳北) 13000G804504
G8046(沈阳-大连) 12000G804605
G8047(大连-沈阳) 13000G804704
G8048(沈阳北-大连) 12000G804803
G8049(大连-沈阳北) 13000G804903
G8050(沈阳北-大连) 12000G805004
G8051(大连-沈阳北) 13000G805103
G8052(沈阳-大连) 12000G805205
G8053(大连-沈阳) 13000G805304
G8054(沈阳北-大连) 12000G805404
G8055(大连-沈阳北) 13000G805504
G8056(沈阳北-大连) 12000G805603
G8057(大连-沈阳) 13000G805705
G8058(沈阳-大连北) 12000G805804
G8059(大连-沈阳) 13000G805904
G8060(沈阳北-大连) 12000G806004
G8061(大连北-沈阳北) 1g000G80610H
G8062(沈阳-大连) 12000G806203
G8063(大连-沈阳北) 13000G806304
G8064(沈阳-大连北) 12000G806404
K8068(十堰-襄阳) 42000K80680Q
G8069(大连北-沈阳北) 1g000G806907
K8069(襄阳-十堰) 42000K806901
G8070(沈阳北-大连北) 12000G807004
D8073(大连-抚顺北) 13000D807303
D8074(抚顺北-大连) 12000D807405
D8075(山海关-沈阳) 15000D807506
D8076(沈阳-山海关) 12000D807605
G8081(盘锦-沈阳北) 15000G808103
K8081(十堰-武昌) 42000K808400
G8082(沈阳-盘锦) 12000G808203
K8082(武昌-十堰) 39000K808200
K8083(武昌-十堰) 39000K808200
K8084(十堰-武昌) 42000K808400
G8085(大连北-山海关) 1g000G808510
G8086(山海关-大连北) 15000G808701
G8087(山海关-大连北) 15000G808701
K8087(恩施-武昌) 42000K809006
G8088(大连北-山海关) 1g000G808510
K8088(武昌-恩施) 39000K808808
D8089(抚顺北-延吉西) 12000D809202
K8089(武昌-恩施) 39000K808808
D8090(延吉西-抚顺北) 1c000D809001
K8090(恩施-武昌) 42000K809006
D8091(延吉西-抚顺北) 1c000D809001
G8091(大连北-山海关) 1g000G809110
D8092(抚顺北-延吉西) 12000D809202
G8094(大连北-山海关) 1g000G809110
G8096(山海关-大连北) 15000G809710
G8097(山海关-大连北) 15000G809710
G8101(吉林-丹东) 18000G810401
G8102(丹东-吉林) 12000G810204
K8102(荆门-汉口) 42000K81020L
G8103(丹东-吉林) 12000G810204
K8103(汉口-荆门) 39000K81030E
G8104(吉林-丹东) 18000G810401
G8105(吉林-丹东) 18000G810801
G8106(丹东-吉林) 12000G810602
G8107(丹东-吉林) 12000G810602
G8108(吉林-丹东) 18000G810801
K8113(荆门-武昌) 42000K811600
K8114(武昌-荆门) 39000K811402
G8115(大连北-丹东) 1g000G811501
K8115(武昌-荆门) 39000K811402
G8116(丹东-大连北) 12000G811601
K8116(荆门-武昌) 42000K811600
K8123(襄阳-荆门) 42000K812306
K8124(荆门-襄阳) 42000K812407
G8125(大连北-珲春) 1g000G812501
G8126(珲春-大连北) 1c000G812603
G8127(大连-珲春) 13000G812702
G8128(珲春-大连) 1c000G812801
D8131(沈阳-抚顺北) 12000D813101
D8132(抚顺北-沈阳) 12000D813202
D8133(沈阳北-抚顺北) 12000D813300
D8134(抚顺北-沈阳) 12000D813401
D8135(沈阳-抚顺北) 12000D813502
D8137(沈阳-抚顺北) 12000D813701
D8140(抚顺北-沈阳) 12000D814002
D8145(抚顺北-丹东) 12000D814801
D8146(丹东-抚顺北) 12000D814601
D8147(丹东-抚顺北) 12000D814601
D8148(抚顺北-丹东) 12000D814801
D8149(抚顺北-丹东) 12000D815201
D8152(抚顺北-丹东) 12000D815201
K8155(西安-宝鸡) 41000K81550A
K8156(宝鸡-西安) 41000K815604
K8159(西安-宝鸡) 41000K815905
K8160(宝鸡-西安) 41000K816004
K8161(延安-西安) 4a000K816109
K8162(西安-延安) 41000K81620B
K8163(韩城-武功) 41000K816320
K8164(西安-韩城) 41000K81640A
K8165(榆林-宝鸡) 4a000K81650B
K8168(宝鸡-榆林) 41000K81680A
K8169(神木-西安) 4a000K81690E
K8170(西安-神木) 41000K81700E
8171(榆次-沁县) 270000817124
8172(沁县-榆次) 270000817213
K8175(安康-西安) 43000K81780E
K8176(西安-安康) 41000K81760E
K8177(西安-安康) 41000K81760E
